1,1,200,¿Cuál es la capital de Sonora?,,Hermosillo
1,1,200,Periodo de tiempo en la historia de México en el cual estuvo dominada por el militar Oaxaqueño Porfirio Díaz.,,Porfiriato
1,1,200,¿En que año se independizó México?,,En 1821
1,1,200,Medallisa olimpica del estado de Sinaloa en Tae-Kwon-Do?,,María del Rosario Espinoza
1,1,200,"¿Quien escribio ""Don Quijote de la mancha""?",,Miguel de Cervantes
1,2,200,Plano que atraviesa longitudinalmente el cuerpo y lo divide en dos mitades.,Plano Medio Sagital;Plano Sagital;Plano Coronal ,Plano Medio Sagital
1,2,200,¿Cuales son las diviciones funcionales del sistema esqueletico?,Tronco y miembros; Axial y Central; Axial y Apendicular,Axial y Apendicular
1,2,200,Menciona el nombre de un hueso trapesoidal de la caja torácica,Esternón; Manubrio;Xifoides,Esta es la respuesta de la pregunta
1,2,200,¿Como es la sangre que transportan las venas pulmonares?,Rojo brillante; Violeta; Rojo Obscuro,Rojo brillante
1,2,200,¿Cual es la disposicion del esofago en relacion al arco de la aorta?,Posterior y a la izquierda; Anterior y a la derecha; Posterior y a la derecha,Posterior y a la derecha
1,3,200,AÑO EN QUE FINALIZA LA PRIMERA GUERRA MUNDIAL,,1914
1,3,200,¿Que sustancia de la naturaleza es un exelente nucleofilo?,Agua; Hidroxido de amonio; Carbonos,Agua
1,3,200,¿cual es la definicíon de pH?,Es el algoritmo negativo de la concentracion de H; Es el logaritmo negativo de la concentracion de H; Es disociacion Negativa del Hidrogeno,Es el logaritmo negativo de la concentracion de H
1,3,200,Es un sinonimo de Peroxidación,Autooxidación; Rancidez; Oxidación parcial,Autooxidación
1,3,200,¿Los lipidos son solubles en solventes?,No polares; Ésteres; Agua,No polares
1,4,200,sustacia mas utilizada en la fijacion de tejidos:,,Formol
1,4,200,organelo que tienen mas desarrollado las celulas que conforman las glandulas endocrinas:,Aparato de Golgi; RER; Membrana Celular,RER
1,4,200,molecula de adhesion transmembrana dependiente de Calcio.,,Cdherinas 
1,4,200,¿Como se le conoce al epitelio que conforma la Vejiga?,"epitelio plano estratificado, epitelio de transicion, epitelio cubico",epitelio de transición 
1,4,200,¿Qué formas puede tener una célula epitelial?,cilindrica;cubica;plana; todas las anteriores ,todas las anteriores 
1,5,200,es el proceso por el cual se establecen las tres capas germinativas y la formacion axial del embrion.,Neurulacion; blastocisto ; gastrulacion ,Blastocisto 
1,5,200,¿cual es el primer sistema de organos que adquieren un estado funcional?,El SNC; El aparato digestivo; El Aparato Cardiovascular ,Aparato Cardiovascular 
1,5,200,"Los siguentes organos y sistemas se desarrollan apartir del ectodermo, excepto:",SNC; riñones; medula suprarrenal,Riñones 
1,5,200,"El latido cardiaco fetal se detecta por ecografia doppler, en la semana: ",,5ta semana posfecundacion/ 7ma semana UPM
1,5,200,¿por que es importante del desarrollo de las vellosidades corionicas? ,.,Para aumentar la superficie de intercambio entre circulacion materna y fetal
1,1,400,¿Qiuen fue el campeon del ultimo mundial de futbol soccer?,,Alemania
1,1,400,Libro con el que gano el premio Nobel de literatura el escritor Gabriel García Marquez,,100 años de soledad
1,1,400,"¿Qiuen pinto el retrato de ""La Mona Lisa""?",,Leonardo da Vinci
1,1,400,"En la mitología Griega, ¿quién fue la ninfa que se enamoro de Narciso y que murio en una cueva despues de que ese rechazo su amor?",,Eco
1,1,400,¿Cual es el rio mas grande el mundo?,,Amazonas
1,2,400,¿Cual es la forma aproximada de la cavidad toráxica?,Tonel; Cono truncado; Trapezoide,cono truncado
1,2,400,¿cual es el nombre de las dos capas de tejido subcutaneo del abdomen?,Superficial adiposa y profunda membranosa; Profunda adiposa y superficial membranosa; superficial y profunda adiposas,superficial adiposa y profunda membranosa
1,2,400,¿Por qué está formado el arco del pubis?,Pelvis mayor y menor; tuberosidades isquiaticas; ramas isquiopubianas,Ramas isquiopubianas
1,2,400,¿Cuales son los componentes de una vertebra tipica?,,"Cuerpo vertebral,  Arco vertebral Y siete apófisis"
1,2,400,¿Que otro nombre reciben las acciones motoras finas?,"Maleastación, Ulnación, Manipulación",Manipulación
1,3,400,¿Cuales es el principal producto del cíclo del ácido cítrico?,Acetil CoA; Adenosin trifosfato; Glicerol,Adenosin trifosfato
1,3,400,"Compuesto de unión en las vias metabolicas: glucogénesis, gluconeogénesis, pentosa fosfato.","Glucosa 6-fosfato; Piruvato, Redox",Glucosa 6-fosfato
1,3,400,Es el precursor de hexoaminas,Azucares amino; Aminoacidos; Glucosa,Glucosa
1,3,400,Nombre de las sustancias que catalizan la hidrolisis del almidón,Amilasas; Aminooxidasas; Hidroxilasas,Amilasa
1,3,400,¿como se le denomina a la sobrecarga de Hierro en la sangre?,Cromoferrosis; Hemocromatosis; Hemoferrosis,Hemocromatosis
1,4,400,Menciona los nombres especificos del epitelio según su localización ,Endotelio y Mesotelio;Mesotelio y transición; Endotelio y urotelio,Endotelio y Mesotelio 
1,4,400,¿Cómo se clasifican las células del tejido conjuntivo?,Fijas; En tránsito; Fijas y libres ,Fijas y libres 
1,4,400,Menciona los tipos de cartilagos ,.,"Cartilago Hialino, Cartilago fibroso y Cartilago Elástico "
1,4,400,Tipo de cartilago más abundante en el cuerpo ,,Cartilago Hialino 
1,4,400,"Presentan gránulos que se tiñen con colorantes básicos, libera agentes vasoactivos de sus gránulos,  en  los  frotis  su  núcleo  lobulado  suele  quedar  oculto  tras  los  gránulos.",Neutrófilo;Eosinófilo;Basófilo ,Basófilo
1,5,400,principal evento ocurrido en la segunda semana de gestación,implantación; Embrioblasto da origen a un disco bilaminar; neurulación  ,Embrioblasto da origen a un disco bilaminar 
1,5,400,Mantiene la actividad hormonal de cuerpo lúteo durante el embarazo y constituye un fundamento de las pruebas de embarazo por medio de anticuerpos para la subunidad beta ,hCG;Prolactina;progesterona ,hCG 
1,5,400,Al estar el trofoblasto en contacto con el endometrio este se diferencia en: ,Citotrofoblasto;Sincitiotrofoblasto;Citotrofoblasto y Sincitiotrofoblasto,Citotrofoblasto y sincitiotrofoblasto 
1,5,400,El epiblasto da origen a: ,ectodermo del amnios y endodermo del saco vitelino; ectodermo del saco vitelino  y linea primitiva; ectodermo embrionario y ectodermo del amnios,Ectodermo embrionario y ectodermo del amnios 
1,5,400,¿Qué son los nudos sincitiales?,Trozos de sincitio que entran en la circulación materna: trozos de citotrofoblasto que entran en la circulación materna; trozos de placenta que entran en la circulacion materna ,son trozos de sincitio que entran en la circulación materna 
1,1,600,¿Mencione le nombre de los niños heroes?,,"JUAN ESCUTIA, FERNANDO MONTES DE OCA, JUAN DE LA BARRERA, FRANCISCO MARQUEZ, VICENTE SUAREZ, AGUSTIN MELGAR."
1,1,600,¿ciudades  donde se detonaron dos bomas nucleares en 1945?,,Hiroshima y Nagasaki
1,1,600,Año en que finalizo la segunda guerra mundial,,1945
1,1,600,Equipo de la MLB con mas series mundiales ganadas:,,Yankees
